Date,Location,Name,Team,Time,Place
12/06/13,"Navy-Wesley A. Brown FH - Annapolis, MD","Green, Miles",Lincoln (Pa.),49.15,3
12/06/13,"Navy-Wesley A. Brown FH - Annapolis, MD","Daniel, Rosen ",Coppin State,49.16,4
12/06/13,"Navy-Wesley A. Brown FH - Annapolis, MD","Harris, Glendrevious",Navy,49.64,5
12/06/13,"Navy-Wesley A. Brown FH - Annapolis, MD","Mansaray, Alpha",Delaware State,49.68,6
12/06/13,"Navy-Wesley A. Brown FH - Annapolis, MD","Taylor, Donell",Coppin State,49.70,7
12/06/13,"Navy-Wesley A. Brown FH - Annapolis, MD","Cadiente, Jeremy",Navy,49.71,8
12/06/13,"Navy-Wesley A. Brown FH - Annapolis, MD","Roberson, Joel",Morgan State,49.73,9
12/06/13,"Navy-Wesley A. Brown FH - Annapolis, MD","Andre, Mike",Georgetown,49.75,10
12/06/13,"Navy-Wesley A. Brown FH - Annapolis, MD","Bogaard, Brett",Navy,50.01,11
12/06/13,"Navy-Wesley A. Brown FH - Annapolis, MD","Gainey, Nathan",Navy,50.08,12
12/06/13,"Navy-Wesley A. Brown FH - Annapolis, MD","Johnson, Evan",Morgan State,50.35,13
12/06/13,"Navy-Wesley A. Brown FH - Annapolis, MD","Akinbinu, Olumide",Morgan State,50.44,14
12/06/13,"Navy-Wesley A. Brown FH - Annapolis, MD","Poole, Joshua",Mount St. Mary's,50.53,15
12/06/13,"Navy-Wesley A. Brown FH - Annapolis, MD","Abram, Ahmad",Morgan State,50.93,16
12/06/13,"Navy-Wesley A. Brown FH - Annapolis, MD","Minahan, Mike",Georgetown,51.13,17
12/06/13,"Navy-Wesley A. Brown FH - Annapolis, MD","Gordon, Nate",Georgetown,51.67,18
12/06/13,"Navy-Wesley A. Brown FH - Annapolis, MD","Brown, Mike",Lincoln (Pa.),52.02,19
12/06/13,"Navy-Wesley A. Brown FH - Annapolis, MD","Anderson, Daniel",Georgetown,52.04,20
12/06/13,"Navy-Wesley A. Brown FH - Annapolis, MD","Redhi, Brandan",Mount St. Mary's,52.67,21
12/06/13,"Navy-Wesley A. Brown FH - Annapolis, MD","Jones, Eddie",Lincoln (Pa.),52.94,22
12/06/13,"Navy-Wesley A. Brown FH - Annapolis, MD","Houdek, Brian",Mount St. Mary's,52.97,23
12/06/13,"Navy-Wesley A. Brown FH - Annapolis, MD","Harris, Kevin",Mount St. Mary's,53.14,24
12/06/13,"Navy-Wesley A. Brown FH - Annapolis, MD","Brown, Edward",Coppin State,55.91,25
12/06/13,"Navy-Wesley A. Brown FH - Annapolis, MD","Okeke, David",Delaware State,58.69,26
12/06/13,"UMES-Hytche Center - Baltimore, MD","Hutchison, Je'von ",Hampton,48.99,1
12/06/13,"UMES-Hytche Center - Baltimore, MD","Johnson, Michael",UNAT-Maryland-Eastern Sho,51.04,2
12/06/13,"UMES-Hytche Center - Baltimore, MD","Niccolls, Basil",Howard,51.06,3
12/06/13,"UMES-Hytche Center - Baltimore, MD","Maylor, Orwell",Maryland-Eastern Shore,51.27,4
12/06/13,"UMES-Hytche Center - Baltimore, MD","Green, Andrae",Hampton,52.53,5
12/06/13,"UMES-Hytche Center - Baltimore, MD","Battles, Stefan",Norfolk State,54.03,6
12/06/13,"UMES-Hytche Center - Baltimore, MD","Smith, Markeith",Norfolk State,54.49,7
12/06/13,"UMES-Hytche Center - Baltimore, MD"," Jarmon, Alonzo",Maryland-Eastern Shore,54.52,8
12/06/13,"UMES-Hytche Center - Baltimore, MD","Arnold,  Nicarge",Maryland-Eastern Shore,54.78,9
12/06/13,"UMES-Hytche Center - Baltimore, MD","O'Donohue, Austin ",Howard,54.85,10
12/06/13,"UMES-Hytche Center - Baltimore, MD","Boykins, Jermaine ",Howard,55.74,11
12/06/13,"Trine-Indoor Track - Angola, IN","Bourdo, Tyler",Trine,49.56,1
12/06/13,"Trine-Indoor Track - Angola, IN","Herber, Mitchell",Trine,53.93,2
12/06/13,"Trine-Indoor Track - Angola, IN","Marciniak, Josh",Trine,54.20,3
12/06/13,"Trine-Indoor Track - Angola, IN","Gregory, James",Trine,54.63,4
12/06/13,"Trine-Indoor Track - Angola, IN","Rowan, Andrew",Trine,54.75,5
12/06/13,"Trine-Indoor Track - Angola, IN","Howard, Nicholas",Adrian,54.83,6
12/06/13,"Notre Dame-Loftus Center - Notre Dame, IN","Feeney, Patrick",Notre Dame,46.97,1
12/06/13,"Notre Dame-Loftus Center - Notre Dame, IN","Giesting, Christopher",Notre Dame,47.00,2
12/06/13,"Notre Dame-Loftus Center - Notre Dame, IN","Melto, Mac",DePaul,47.87,3
12/06/13,"Notre Dame-Loftus Center - Notre Dame, IN","Rutkowski, John",Notre Dame,48.45,4
12/06/13,"Notre Dame-Loftus Center - Notre Dame, IN","Groesch, Alex",Notre Dame,48.65,5
12/06/13,"Notre Dame-Loftus Center - Notre Dame, IN","Threats, Brandon",DePaul,48.71,6
12/06/13,"Notre Dame-Loftus Center - Notre Dame, IN","Smith, Harvey",Notre Dame,48.81,7
12/06/13,"Notre Dame-Loftus Center - Notre Dame, IN","Tomu, Tonderai",DePaul,48.90,8
12/06/13,"Notre Dame-Loftus Center - Notre Dame, IN","Stapleton, Conner",Notre Dame,49.07,9
12/06/13,"Notre Dame-Loftus Center - Notre Dame, IN","Stengel, Connor",Marquette,49.80,10
12/06/13,"Notre Dame-Loftus Center - Notre Dame, IN","Bottoms, Charles",DePaul,50.33,11
12/06/13,"Notre Dame-Loftus Center - Notre Dame, IN","Meinholz, Carson",Marquette,50.81,12
12/06/13,"Notre Dame-Loftus Center - Notre Dame, IN","Wirgau, Colton",Detroit Mercy,51.21,13
12/06/13,"Notre Dame-Loftus Center - Notre Dame, IN","Harmon, Joseph",Detroit Mercy,52.13,14
12/06/13,"Notre Dame-Loftus Center - Notre Dame, IN","Olsen, Ryan",Marquette,52.23,15
12/06/13,"Notre Dame-Loftus Center - Notre Dame, IN","Whitting, Jacob",Detroit Mercy,55.54,16
12/06/13,"Eastern Illinois-Lantz FH - Charleston, IL","Edwards, Calvin",Eastern Illinois,49.25,1
12/06/13,"Eastern Illinois-Lantz FH - Charleston, IL","Piraino, Kevin",Indiana State,49.86,2
12/06/13,"Eastern Illinois-Lantz FH - Charleston, IL","Shaw, Arqeil",Indiana State,50.26,3
12/06/13,"Eastern Illinois-Lantz FH - Charleston, IL","Devonish, Anderson",Illinois State,50.74,4
12/06/13,"Eastern Illinois-Lantz FH - Charleston, IL","Kramer, Coty",Illinois State,50.88,5
12/06/13,"Eastern Illinois-Lantz FH - Charleston, IL","Williamson, Derek",Eastern Illinois,50.91,6
12/06/13,"Eastern Illinois-Lantz FH - Charleston, IL","Dowdell, Tyrell",Indiana State,50.93,7
12/06/13,"Eastern Illinois-Lantz FH - Charleston, IL","Williams, Aquintas",Eastern Illinois,51.05,8
12/06/13,"Eastern Illinois-Lantz FH - Charleston, IL","Cruz, Javar",Illinois State,51.09,9
12/06/13,"Eastern Illinois-Lantz FH - Charleston, IL","Broger, Jeffrey",Eastern Illinois,51.30,10
12/06/13,"Eastern Illinois-Lantz FH - Charleston, IL","Seibert, Tyler",Indiana State,52.01,11
12/06/13,"Eastern Illinois-Lantz FH - Charleston, IL","Lewis, Jalen",Illinois State,52.14,12
12/06/13,"Eastern Illinois-Lantz FH - Charleston, IL","Jordan, Deshaun",Illinois State,52.22,13
12/06/13,"Eastern Illinois-Lantz FH - Charleston, IL","Ryan, Jack",Eastern Illinois,52.66,14
12/06/13,"Eastern Illinois-Lantz FH - Charleston, IL","Hill, Adonis",Illinois State,54.52,15
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","Parros, Clayton",Life Speed,46.97,1
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","Pollard, Troy",Florida A&M,47.53,2
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","Gibson, Jeffery",Unattached,47.70,3
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","Serrette, Creighton",Mississippi,48.77,4
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","Tanner, Chance",Central Arkansas,48.98,5
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","Griffin, Montez",Mississippi,49.05,6
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","Watts, Mark",South Alabama,49.12,7
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","Roberds, Wake",Shorter,50.17,8
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","Skovronski, Roman",Florida A&M,50.20,9
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","Hoberman, Max",Emory,50.32,10
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","Smith, Dustie",Central Arkansas,50.61,11
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","White, Dwight",Shorter,50.78,12
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","Cross, Anthony",Florida A&M,50.86,13
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","Hall, Ryan",Alabama State,50.89,14
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","Ray, Kelton",Central Arkansas,50.90,15
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","Agee, Tyler",South Alabama,51.04,16
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","Rabushka, Adam",Emory,51.13,17
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","O'Neal, Devin",Alabama State,51.24,18
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","Clarkson, Trey",South Alabama,51.64,19
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","Vinson, Michael",Unattached,51.73,20
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","Anderson, Spencer",South Alabama,51.90,21
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","Nesby, Devonte ",Alabama A&M,52.57,22
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","Turner, Joseph",Unattached,52.76,23
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","Moore, Ryan",Shorter,52.79,24
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","Tigner, Dwight",Alabama A&M,52.98,25
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","Wright, Connor",Birmingham-Southern,53.20,26
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","Heath, Matthew",Unattached,53.81,27
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","Smith, Adika",Shorter,54.11,28
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","Mohile, Ankush",Emory,55.08,29
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","Baldwin, Larry",Alabama State,57.59,30
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","Dixon, Myron",Alabama A&M,58.23,31
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","Poole, Luke",Unattached,59.58,32
12/06/13,"Birmingham Metro CrossPlex - Birmingham, AL","Ferguson, Taiwan",Unattached,1:00.84,33
12/05 - 12/06/13,"Appalachian State-Holmes Convocation Center - Boone, NC","Avery, Justin ",Livingstone,49.52,1
12/05 - 12/06/13,"Appalachian State-Holmes Convocation Center - Boone, NC","Smith, Joshua",Unattached,53.77,1
12/05 - 12/06/13,"Appalachian State-Holmes Convocation Center - Boone, NC","Tribble, Aaron",Western Carolina,49.28,1
12/05 - 12/06/13,"Appalachian State-Holmes Convocation Center - Boone, NC","Rahming, Earl",Western Carolina,49.96,2
12/05 - 12/06/13,"Appalachian State-Holmes Convocation Center - Boone, NC","Braham, Shaquille",Livingstone,50.87,2
12/05 - 12/06/13,"Appalachian State-Holmes Convocation Center - Boone, NC","Bailey, Marquis",Western Carolina,50.49,3
12/05 - 12/06/13,"Appalachian State-Holmes Convocation Center - Boone, NC","Edgecombe, Alson",King,51.63,3
12/05 - 12/06/13,"Appalachian State-Holmes Convocation Center - Boone, NC","Boswell, Demari",Western Carolina,50.62,4
12/05 - 12/06/13,"Appalachian State-Holmes Convocation Center - Boone, NC","Gavillan, Pablo",Lees-McRae,52.32,4
12/05 - 12/06/13,"Appalachian State-Holmes Convocation Center - Boone, NC","Phillips, Ammar",Western Carolina,50.86,5
12/05 - 12/06/13,"Appalachian State-Holmes Convocation Center - Boone, NC","Young, Malachi",Mars Hill,52.72,5
12/05 - 12/06/13,"Appalachian State-Holmes Convocation Center - Boone, NC","Scott, Davante",Lees-McRae,53.68,6
12/05 - 12/06/13,"Appalachian State-Holmes Convocation Center - Boone, NC","Ortado, Adrian",Western Carolina,51.31,6
12/05 - 12/06/13,"Appalachian State-Holmes Convocation Center - Boone, NC","Armstrong, Jaleel",Livingstone,54.47,7
12/05 - 12/06/13,"Appalachian State-Holmes Convocation Center - Boone, NC","Hanna, Joshua",Appalachian State,51.33,7
12/05 - 12/06/13,"Appalachian State-Holmes Convocation Center - Boone, NC","Coleman, Charles",Lees-McRae,54.60,8
12/05 - 12/06/13,"Appalachian State-Holmes Convocation Center - Boone, NC","Riddleberger, David",Appalachian State,51.86,8
12/05 - 12/06/13,"Appalachian State-Holmes Convocation Center - Boone, NC","Wall, Alex",Brevard,56.68,9
12/05 - 12/06/13,"Appalachian State-Holmes Convocation Center - Boone, NC","Joseph, Kenley",Appalachian State,52.13,9
12/05 - 12/06/13,"Appalachian State-Holmes Convocation Center - Boone, NC","Isenhour, Cameron",Mars Hill,58.86,10
12/05 - 12/06/13,"Appalachian State-Holmes Convocation Center - Boone, NC","D'Angelo, Justin",Western Carolina,52.92,10
12/05 - 12/06/13,"Appalachian State-Holmes Convocation Center - Boone, NC","Pratt, Cameron",USC Upstate,53.04,11
12/05 - 12/06/13,"Appalachian State-Holmes Convocation Center - Boone, NC","Whitsett, CJ",Western Carolina,53.99,12
12/05 - 12/06/13,"Appalachian State-Holmes Convocation Center - Boone, NC","Jones, Kyle",USC Upstate,54.50,13
12/04 - 12/05/13,"Liberty-Tolsma Indoor Track Center - Lynchburg, VA","Sippie, Tom",Lynchburg,50.79,1
12/04 - 12/05/13,"Liberty-Tolsma Indoor Track Center - Lynchburg, VA","Graham, Steven",Radford,50.41,1
12/04 - 12/05/13,"Liberty-Tolsma Indoor Track Center - Lynchburg, VA","Presley, Trey",Radford,51.50,2
12/04 - 12/05/13,"Liberty-Tolsma Indoor Track Center - Lynchburg, VA","Weigandt, Tyler",UNAT-Liberty,51.60,2
12/04 - 12/05/13,"Liberty-Tolsma Indoor Track Center - Lynchburg, VA","Dixon, Darius",Liberty,52.07,3
12/04 - 12/05/13,"Liberty-Tolsma Indoor Track Center - Lynchburg, VA","Douglas, Kevoy",New Horizon T.C.,51.67,3
12/04 - 12/05/13,"Liberty-Tolsma Indoor Track Center - Lynchburg, VA","Winters, Rashan",Eastern Mennonite,51.74,4
12/04 - 12/05/13,"Liberty-Tolsma Indoor Track Center - Lynchburg, VA","Bah, Alhaji",Radford,55.36,4
12/04 - 12/05/13,"Liberty-Tolsma Indoor Track Center - Lynchburg, VA","Arvey, Chris",UNAT-Liberty,51.74,5
12/04 - 12/05/13,"Liberty-Tolsma Indoor Track Center - Lynchburg, VA","Davis, Rachad",Lynchburg,51.95,6
12/04 - 12/05/13,"Liberty-Tolsma Indoor Track Center - Lynchburg, VA","Dotson, Terry",Eastern Mennonite,53.49,7
12/04 - 12/05/13,"Liberty-Tolsma Indoor Track Center - Lynchburg, VA","Whitlow, Curtis",Lynchburg,53.59,8
12/04 - 12/05/13,"Liberty-Tolsma Indoor Track Center - Lynchburg, VA","Smith, Harrison",Lynchburg,54.94,9
12/04 - 12/05/13,"Liberty-Tolsma Indoor Track Center - Lynchburg, VA","Crespo, Alex",Eastern Mennonite,56.00,10
12/04 - 12/05/13,"Liberty-Tolsma Indoor Track Center - Lynchburg, VA","Baker, Abram",Unattached,56.53,11
12/04 - 12/05/13,"Liberty-Tolsma Indoor Track Center - Lynchburg, VA","Easton, Dante",Unattached,57.23,12
12/04 - 12/05/13,"Liberty-Tolsma Indoor Track Center - Lynchburg, VA","Clement, Forrest",Lynchburg,59.20,13
12/03/13,"Oklahoma Baptist (I) - Shawnee, OK","Allen, Jywayne",Oklahoma Baptist,48.62,1
12/03/13,"Oklahoma Baptist (I) - Shawnee, OK","Willis, Jeremey",Northwood (Tex.),49.29,2
12/03/13,"Oklahoma Baptist (I) - Shawnee, OK","Wilson, Alex",Oklahoma Baptist,49.72,3
12/03/13,"Oklahoma Baptist (I) - Shawnee, OK","Dies, Thaddeus",Southwestern Christian,50.27,4
12/03/13,"Oklahoma Baptist (I) - Shawnee, OK","Jimoh, Rilwan",Southern Nazarene,50.35,5
12/03/13,"Oklahoma Baptist (I) - Shawnee, OK","Marshall, Shawn ",Oklahoma Baptist,50.84,6
12/03/13,"Oklahoma Baptist (I) - Shawnee, OK","Caster, Henry",Oklahoma Baptist,51.91,7
12/03/13,"Oklahoma Baptist (I) - Shawnee, OK","Vick, Deandre",Southern Nazarene,53.99,8
12/03/13,"Oklahoma Baptist (I) - Shawnee, OK","Rodarte, Peter",Northwood (Tex.),54.06,9
12/03/13,"Oklahoma Baptist (I) - Shawnee, OK","Calloway, LaDarold",Northwood (Tex.),54.88,10
12/01/13,"Arkansas State-Convocation Center - Jonesboro, AR","Washington, Marqueze",Arkansas Baptist,49.01,1
12/01/13,"Arkansas State-Convocation Center - Jonesboro, AR","Meyer, Joey",Unattached,49.14,2
12/01/13,"Arkansas State-Convocation Center - Jonesboro, AR","Whitfield, Justin",Arkansas State,49.45,3
12/01/13,"Arkansas State-Convocation Center - Jonesboro, AR","Johnson, Darrell",Central Arkansas,50.38,4
12/01/13,"Arkansas State-Convocation Center - Jonesboro, AR","Belcher, Landon",Harding,50.62,5
12/01/13,"Arkansas State-Convocation Center - Jonesboro, AR","McGruder, Micheal ",Arkansas Baptist,50.81,6
12/01/13,"Arkansas State-Convocation Center - Jonesboro, AR","Chambers, Trey",Unattached,50.90,7
12/01/13,"Arkansas State-Convocation Center - Jonesboro, AR","Boyd, Tevon",Central Arkansas,51.00,8
12/01/13,"Arkansas State-Convocation Center - Jonesboro, AR","Bagwell, Dillon",Harding,51.63,9
12/01/13,"Arkansas State-Convocation Center - Jonesboro, AR","Lowery, Roy ",Central Arkansas,51.85,10
12/01/13,"Arkansas State-Convocation Center - Jonesboro, AR","Bryant, Powell",Central Arkansas,52.02,11
12/01/13,"Arkansas State-Convocation Center - Jonesboro, AR","Mitchell, Joewaan",Arkansas Baptist,52.21,12
12/01/13,"Arkansas State-Convocation Center - Jonesboro, AR","Donelson, LaTavius",Arkansas Baptist,52.24,13
12/01/13,"Arkansas State-Convocation Center - Jonesboro, AR","Thomas, Montello",Unattached,52.34,14
12/01/13,"Arkansas State-Convocation Center - Jonesboro, AR","Bogues, Matthew",Central Arkansas,52.66,15
12/01/13,"Arkansas State-Convocation Center - Jonesboro, AR","Aldridge, Howard",Arkansas-Little Rock,52.70,16
12/01/13,"Arkansas State-Convocation Center - Jonesboro, AR","Peacock, Trevor ",Central Arkansas,52.85,17
12/01/13,"Arkansas State-Convocation Center - Jonesboro, AR","Edwards, Rhyan",Arkansas Baptist,53.43,18
12/01/13,"Arkansas State-Convocation Center - Jonesboro, AR","Perry, Micheal",Arkansas Baptist,53.48,19
12/01/13,"Arkansas State-Convocation Center - Jonesboro, AR","Dowden, Derrick",Central Arkansas,53.89,20
12/01/13,"Arkansas State-Convocation Center - Jonesboro, AR","Pencarinha, David",Harding,54.01,21
12/01/13,"Arkansas State-Convocation Center - Jonesboro, AR","Hedlund, Stephen",Harding,54.68,22
12/01/13,"Arkansas State-Convocation Center - Jonesboro, AR","Arnold, Tim",Central Arkansas,54.77,23
12/01/13,"Arkansas State-Convocation Center - Jonesboro, AR","Coleman, Antonio",Arkansas Baptist,57.44,24
12/01/13,"Arkansas State-Convocation Center - Jonesboro, AR","Holt, Nicholas",Central Arkansas,59.69,25
